"Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.","Что-то пошло не так во время компиляции списка разрешенных ресурсов. Вы можете узнать больше информации в журнале исключений.",module,Magento_Authorization
"You created the order.","Вы создали заказ.",module,Magento_Authorizenet
"Order saving error: %1","Порядок сохранения ошибки: %1",module,Magento_Authorizenet
"Please choose a payment method.","Пожалуйста, выберите способ оплаты.",module,Magento_Authorizenet
"We can't process your order right now. Please try again later.","Мы не можем обработать вам заказ сейчас. Пожалуйста попробуйте позже.",module,Magento_Authorizenet
"An error occurred on the server. Please try to place the order again.","На сервере произошел сбой. Пожалуйста, попробуйте повторить размещение заказа.",module,Magento_Authorizenet
"Credit Card: xxxx-%1","Кредитная карта: xxxx-%1",module,Magento_Authorizenet
"amount %1","сумма %1",module,Magento_Authorizenet
failed.,ошибка.,module,Magento_Authorizenet
successful.,успешно.,module,Magento_Authorizenet
"Authorize.Net Transaction ID %1.","Authorize.Net транзакции ID %1.",module,Magento_Authorizenet
authorize,Авторизация,module,Magento_Authorizenet
"authorize and capture","Авторизация и запись",module,Magento_Authorizenet
capture,запись,module,Magento_Authorizenet
refund,возврат,module,Magento_Authorizenet
void,"значение void",module,Magento_Authorizenet
"Gateway error: %1","Ошибка шлюза: %1",module,Magento_Authorizenet
"Something went wrong in the payment gateway.","Что-то пошло не так в платежном шлюзе.",module,Magento_Authorizenet
"Invalid amount for capture.","Недопустимый размер записи.",module,Magento_Authorizenet
"Payment capturing error.","Ошибка записи оплаты.",module,Magento_Authorizenet
"Invalid transaction ID.","Недопустимый ID транзакции.",module,Magento_Authorizenet
"Payment voiding error.","Ошибка значения void оплаты.",module,Magento_Authorizenet
"Invalid amount for refund.","Недопустимый размер для возврата.",module,Magento_Authorizenet
"Payment refunding error.","Ошибка возврата оплаты.",module,Magento_Authorizenet
"The transaction was declined because the response hash validation failed.","Транзакция была отклонена, поскольку не удалось проверить хэш.",module,Magento_Authorizenet
"This payment didn't work out because we can't find this order.","Этот платеж не прошел, так как мы не можем найти этот заказ.",module,Magento_Authorizenet
"There was a payment authorization error.","Была ошибка авторизации платежа.",module,Magento_Authorizenet
"Please enter a transaction ID to authorize this payment.","Пожалуйста, введите ID транзакции для авторизации этого платежа.",module,Magento_Authorizenet
"Something went wrong: the paid amount doesn't match the order amount. Please correct this and try again.","Что-то пошло не так: платежная сумма не соответствует сумме заказа. Пожалуйста откорректируйте её и попробуйте позже.",module,Magento_Authorizenet
"Transaction %1 has been approved. Amount %2. Transaction status is ""%3""","%1 транзакция одобрена. Сумма %2. Статус транзакции — «%3»",module,Magento_Authorizenet
"Transaction %1 has been voided/declined. Transaction status is ""%2"". Amount %3.","%1 транзакция была пропущенна/отклонена. Статус транзакции — «%2». Сумма %3.",module,Magento_Authorizenet
"Authorize Only","Авторизировать только",module,Magento_Authorizenet
"Authorize and Capture","Авторизация и запись",module,Magento_Authorizenet
"Unable to get transaction details. Try again later.","Не удалось получить сведения о транзакциях. Повторите попытку позже.",module,Magento_Authorizenet
"Electronic payments save the trees.","Электронные платежи сохраняют деревья.",module,Magento_Authorizenet
"Credit Card Type","Тип кредитной карты",module,Magento_Authorizenet
"Please Select",Выберите,module,Magento_Authorizenet
"Credit Card Number","Номер кредитной карты",module,Magento_Authorizenet
"Expiration Date","Дата окончания срока действия",module,Magento_Authorizenet
"Card Verification Number","Проверочный код карты",module,Magento_Authorizenet
"FDS Filter Action","Действие фильтра FDS",module,Magento_Authorizenet
"AVS Response","AVS ответ",module,Magento_Authorizenet
"Card Code Response","Ответ Карт Кода",module,Magento_Authorizenet
"CAVV Response","CAVV ответ",module,Magento_Authorizenet
"Fraud Filters","Фильтры мошенничества",module,Magento_Authorizenet
"Invalid Form Key. Please refresh the page.","Недопустимый ключ формы. Пожалуйста, обновите страницу.",module,Magento_Backend
"You entered an invalid Secret Key. Please refresh the page.","Вы ввели неверный секретный ключ. Пожалуйста, обновите страницу.",module,Magento_Backend
"Cache Storage Management","Управление хранилищем кэша",module,Magento_Backend
"Flush Magento Cache","Очистить кэш Magento",module,Magento_Backend
"The cache storage may contain additional data. Are you sure that you want to flush it?","Кэш-хранилище может содержать дополнительные данные. Вы уверены, что вы хотите, чтобы очистить его?",module,Magento_Backend
"Flush Cache Storage","Очистить хранилище кэша",module,Magento_Backend
Invalidated,Недействительно,module,Magento_Backend
Orders,Заказы,module,Magento_Backend
Amounts,Сумма,module,Magento_Backend
Bestsellers,"Лидеры продаж",module,Magento_Backend
"Most Viewed Products","Наиболее просматриваемые товары",module,Magento_Backend
"New Customers","Новый клиент",module,Magento_Backend
Customers,Покупатели,module,Magento_Backend
Customer,Клиент,module,Magento_Backend
Guest,Гость,module,Magento_Backend
Items,Позиции,module,Magento_Backend
Total,Всего,module,Magento_Backend
"Lifetime Sales","Всего продаж",module,Magento_Backend
"Average Order","Обычный заказ",module,Magento_Backend
Average,"В среднем",module,Magento_Backend
Product,Товар,module,Magento_Backend
Price,Цена,module,Magento_Backend
Quantity,Количество,module,Magento_Backend
Views,Просмотры,module,Magento_Backend
Revenue,Доход,module,Magento_Backend
Tax,Налог,module,Magento_Backend
Shipping,Доставка,module,Magento_Backend
"Images (.gif, .jpg, .png)","Изображения (.gif, .jpg, .png)",module,Magento_Backend
"Media (.avi, .flv, .swf)","Медиа (.avi, .flv и .swf)",module,Magento_Backend
"All Files","Все файлы",module,Magento_Backend
"Reset to Default","Сброс по умолчанию",module,Magento_Backend
"All Store Views","Хранилище всех просмотров",module,Magento_Backend
"What is this?","Что это?",module,Magento_Backend
"Save Account","Сохранить учетную запись",module,Magento_Backend
"My Account","Моя учётная запись",module,Magento_Backend
"Account Information","Данные учётной записи",module,Magento_Backend
"User Name","Имя пользователя",module,Magento_Backend
"First Name",Имя,module,Magento_Backend
"Last Name",Фамилия,module,Magento_Backend
Email,"Электронная почта",module,Magento_Backend
"User Email","Email пользователя",module,Magento_Backend
"New Password","Новый пароль",module,Magento_Backend
"Password Confirmation","Подтверждение пароля",module,Magento_Backend
"Interface Locale","Язык интерфейса",module,Magento_Backend
"Current User Identity Verification","Идентификация пользователя",module,Magento_Backend
"Your Password","Ваш пароль",module,Magento_Backend
"Save Cache Settings","Сохранение параметров кэша",module,Magento_Backend
"Catalog Rewrites","Перезапись каталога",module,Magento_Backend
Refresh,Обновить,module,Magento_Backend
"Images Cache","Кеш изображений",module,Magento_Backend
Clear,Очистить,module,Magento_Backend
"Search Index","Поисковый индекс",module,Magento_Backend
Rebuild,Перестроить,module,Magento_Backend
"Inventory Stock Status","Инвентаризация склада",module,Magento_Backend
"Rebuild Catalog Index","Перестроить индекс каталога",module,Magento_Backend
"Rebuild Flat Catalog Category","Перестроить каталог с горизонтальной (flat) структурой хранения",module,Magento_Backend
"Rebuild Flat Catalog Product","Перестроить товары с горизонтальной (flat) структурой хранения",module,Magento_Backend
"Cache Control","Управление кэшем",module,Magento_Backend
"All Cache","Весь кэш",module,Magento_Backend
"No change","Без изменений",module,Magento_Backend
Disable,Отключить,module,Magento_Backend
Enable,Включить,module,Magento_Backend
"Add Design Change","Добавить изменение дизайна",module,Magento_Backend
Back,Вернуться,module,Magento_Backend
Delete,Удалить,module,Magento_Backend
"Are you sure?","Вы уверены?",module,Magento_Backend
Save,Сохранить,module,Magento_Backend
"Edit Design Change","Редактирование дизайна",module,Magento_Backend
"New Store Design Change","Редактирование дизайна нового магазина",module,Magento_Backend
"General Settings","Общие настройки",module,Magento_Backend
Store,Магазин,module,Magento_Backend
"-- Please Select --","-- Выберите --",module,Magento_Backend
"Custom Design","Индивидуальный дизайн",module,Magento_Backend
"Date From","Дата с",module,Magento_Backend
"Date To","Дата по",module,Magento_Backend
"Design Change","Изменение дизайна",module,Magento_Backend
General,Общие,module,Magento_Backend
Cancel,Отмена,module,Magento_Backend
"Delete %1 '%2'","Удалить %1 «%2»",module,Magento_Backend
"Delete %1","Удаление %1",module,Magento_Backend
"Block Information","Блок информации",module,Magento_Backend
"Backup Options","Параметры резервного копирования",module,Magento_Backend
"Create DB Backup","Создайте резервную копию базы данных",module,Magento_Backend
Yes,Да,module,Magento_Backend
No,Нет,module,Magento_Backend
"Delete Store","Удалить магазин",module,Magento_Backend
"Delete Web Site","Удалить веб-сайт",module,Magento_Backend
"Save Web Site","Сохранить веб-сайт",module,Magento_Backend
"Save Store","Сохранить магазин",module,Magento_Backend
"Save Store View","Сохранить представление магазина",module,Magento_Backend
"Delete Store View","Удалить представление магазина",module,Magento_Backend
"Edit Web Site","Редактировать веб-сайт",module,Magento_Backend
"New Web Site","Новый веб-сайт",module,Magento_Backend
"Edit Store","Редактировать магазин",module,Magento_Backend
"New Store","Новый магазин",module,Magento_Backend
"Edit Store View","Изменить представление магазина",module,Magento_Backend
"New Store View","Новое представление магазина",module,Magento_Backend
"Store Information","Информация о магазине",module,Magento_Backend
"Web Site",Веб-сайт,module,Magento_Backend
Name,Название,module,Magento_Backend
Code,Код,module,Magento_Backend
"Root Category","Корневая категория",module,Magento_Backend
"Default Store View","Представление магазина по умолчанию",module,Magento_Backend
"Store View Information","Информация о представлении магазина",module,Magento_Backend
Status,Статус,module,Magento_Backend
Disabled,Отключено,module,Magento_Backend
Enabled,Включено,module,Magento_Backend
"Sort Order","Порядок Сортировки",module,Magento_Backend
"Web Site Information","Информация веб-сайта",module,Magento_Backend
"Default Store","Магазин по умолчанию",module,Magento_Backend
"Set as Default","Установить по умолчанию",module,Magento_Backend
Stores,Магазины,module,Magento_Backend
"Create Website","Создать веб-сайт",module,Magento_Backend
"Create Store","Создать магазин",module,Magento_Backend
"Create Store View","Создать представление магазина",module,Magento_Backend
Home,Главная,module,Magento_Backend
Reset,Сбросить,module,Magento_Backend
"Are you sure you want to do this?","Вы уверены, что вы хотите это сделать?",module,Magento_Backend
"Add New Image","Добавить новое изображение",module,Magento_Backend
"Export block for grid %1 is not defined","Экспорт блока для сетки %1 не определен",module,Magento_Backend
"Reset Filter","Сбросить фильтр",module,Magento_Backend
Search,Поиск,module,Magento_Backend
Any,Любой,module,Magento_Backend
"All Countries","Все страны",module,Magento_Backend
From,от,module,Magento_Backend
To,До,module,Magento_Backend
"Date selector","Выбор даты",module,Magento_Backend
"[ deleted ]","[ удален ]",module,Magento_Backend
"Select All","Выбрать всё",module,Magento_Backend
"We couldn't find any records.","Мы не смогли найти каких-либо записей.",module,Magento_Backend
"Add New","Добавить новый",module,Magento_Backend
"Invalid export type supplied for grid export block","Недопустимый типа экспорта сетки блока экспорта",module,Magento_Backend
Export,Экспорт,module,Magento_Backend
"Please correct the column format and try again.","Исправьте формат столбцов и повторите попытку.",module,Magento_Backend
"Please select items.","Пожалуйста, выберите элементы.",module,Magento_Backend
Submit,Отправить,module,Magento_Backend
"Unknown block type","Неизвестный тип блока",module,Magento_Backend
"Please correct the tab configuration and try again. Tab Id should be not empty","Пожалуйста исправьте конфигурацию вкладки и повторите попытку. ID вкладки не должен быть пустым",module,Magento_Backend
"Please correct the tab configuration and try again.","Исправьте настройки вкладки и повторите попытку.",module,Magento_Backend
"You have logged out.","Вы вышли из системы.",module,Magento_Backend
"Specified cache type(s) don't exist: %1","Указанный(-ые) тип(ы) кэша не существует(-ют): %1",module,Magento_Backend
"The image cache was cleaned.","Кэш изображений был очищен.",module,Magento_Backend
"An error occurred while clearing the image cache.","Произошла ошибка при очистке кэша изображений.",module,Magento_Backend
"The JavaScript/CSS cache has been cleaned.","Кэш JavaScript / CSS был очищен.",module,Magento_Backend
"An error occurred while clearing the JavaScript/CSS cache.","Произошла ошибка при очистке кэша JavaScript/CSS.",module,Magento_Backend
"The static files cache has been cleaned.","Очистить кэш статических файлов.",module,Magento_Backend
"You flushed the cache storage.","Сброс кэша хранения.",module,Magento_Backend
"The Magento cache storage has been flushed.","Кэш-хранилище Magento было очищено.",module,Magento_Backend
"Cache Management","Управление кэшем",module,Magento_Backend
"%1 cache type(s) disabled.","%1 типы кэша отключены.",module,Magento_Backend
"An error occurred while disabling cache.","Произошла ошибка при отключении кэша.",module,Magento_Backend
"%1 cache type(s) enabled.","%1 типы кэш включены.",module,Magento_Backend
"An error occurred while enabling cache.","Произошла ошибка при включении кэша.",module,Magento_Backend
"%1 cache type(s) refreshed.","%1 типы кэша обновляются.",module,Magento_Backend
"An error occurred while refreshing cache.","Произошла ошибка при обновлении кэша.",module,Magento_Backend
Dashboard,"Панель управления",module,Magento_Backend
"We updated lifetime statistic.","Мы обновили всю статистику.",module,Magento_Backend
"We can't refresh lifetime statistics.","Мы не можем обновить статистику в реальном времени.",module,Magento_Backend
"invalid request","неверный запрос",module,Magento_Backend
"see error log for details","подробности смотрите в журнале ошибок",module,Magento_Backend
"Service unavailable: %1","Служба недоступна: %1",module,Magento_Backend
Error,Ошибка,module,Magento_Backend
"Access Denied.","Доступ запрещен.",module,Magento_Backend
"You need more permissions to do this.","Вам нужно больше пользовательсктх прав.",module,Magento_Backend
"No search modules were registered","Нет зарегистрированных поисковых модулей",module,Magento_Backend
"Please make sure that all global admin search modules are installed and activated.","Пожалуйста, убедитесь, что все поисковые модули глобального администратора установлены и активированы.",module,Magento_Backend
"You saved the account.","Вы сохранили учетную запись.",module,Magento_Backend
"An error occurred while saving account.","Произошла ошибка при сохранении учетной записи.",module,Magento_Backend
"You deleted the design change.","Вы удалили изменения дизайна.",module,Magento_Backend
"You can't delete the design change.","Вы не можете удалять изменения дизайна.",module,Magento_Backend
"Store Design","Дизайн магазина",module,Magento_Backend
"Edit Store Design Change","Редактировать Дизайн магазина",module,Magento_Backend
"You saved the design change.","Вы сохранили изменения дизайна.",module,Magento_Backend
System,Система,module,Magento_Backend
"Manage Stores","Управление магазинами",module,Magento_Backend
"The database was backed up.","Была создана резервная копия базы данных.",module,Magento_Backend
"We can't create a backup right now. Please try again later.","Мы не можем создать резервную копию прямо сейчас. Пожалуйста, повторите попытку позже.",module,Magento_Backend
"Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.","Удаление %1 не удалят информацию, связанную с %1 (например, категории, продукты, и др.), но %1 не сможет быть восстановлен. Создайте резервную копию базы данных перед удалением %1.",module,Magento_Backend
"Something went wrong. Please try again.","Что-то пошло не так. Пожалуйста, попробуйте еще раз.",module,Magento_Backend
"This store cannot be deleted.","Невозможно удалить этот магазин.",module,Magento_Backend
"You deleted the store.","Вы удалили магазин.",module,Magento_Backend
"Unable to delete the store. Please try again later.","Не удается удалить магазин. Пожалуйста повторите попытку позже.",module,Magento_Backend
"This store view cannot be deleted.","Невозможно удалить это представление магазина.",module,Magento_Backend
"Store View","Представление магазина",module,Magento_Backend
"You deleted the store view.","Вы удалили представление магазина.",module,Magento_Backend
"Unable to delete the store view. Please try again later.","Не удается удалить представление магазина. Пожалуйста повторите попытку позже.",module,Magento_Backend
"This website cannot be deleted.","Невозможно удалить этот веб-сайт.",module,Magento_Backend
"You deleted the website.","Вы удалили веб-сайт.",module,Magento_Backend
"Unable to delete the website. Please try again later.","Не удается удалить веб-сайт. Пожалуйста, повторите попытку позже.",module,Magento_Backend
"The website does not exist.","Веб-сайт не существует.",module,Magento_Backend
"Before modifying the website code please make sure it is not used in index.php.","Перед изменением кода веб-сайта пожалуйста, убедитесь, что он не используется в index.php.",module,Magento_Backend
"The store does not exist","Магазин не существует",module,Magento_Backend
"Store view doesn't exist","Представление магазина не существует",module,Magento_Backend
"Before modifying the store view code please make sure it is not used in index.php.","Перед изменением кода магазина пожалуйста, убедитесь, что он не используется в index.php.",module,Magento_Backend
"All Stores","Все магазины",module,Magento_Backend
"You saved the website.","Вы сохранили веб-сайт.",module,Magento_Backend
"The default store cannot be disabled","Магазин по умолчанию не может быть отключен",module,Magento_Backend
"You saved the store view.","Вы сохранили представление магазина.",module,Magento_Backend
"An inactive store view cannot be saved as default store view","Представление неактивного магазина нельзя сохранить как представление магазина по умолчанию",module,Magento_Backend
"You saved the store.","Вы сохранили магазин.",module,Magento_Backend
"Something went wrong while saving. Please review the error log.","Что-то пошло не так при сохранении. Пожалуйста, просмотрите журнал ошибок.",module,Magento_Backend
"Last 24 Hours","Последние 24 часа",module,Magento_Backend
"Last 7 Days","Последние 7 дней",module,Magento_Backend
"Current Month","Текущий месяц",module,Magento_Backend
"Authentication storage is incorrect.","Проверка магазина некорректна.",module,Magento_Backend
"You did not sign in correctly or your account is temporarily disabled.","Вы не правильно авторизировались или ваша учетная запись временно отключена.",module,Magento_Backend
"Authentication error occurred.","Произошла ошибка аутентификации.",module,Magento_Backend
"Admin session lifetime must be less than or equal to 31536000 seconds (one year)","Время сеанса админа должно быть меньше или равна 31536000 секунд (один год)",module,Magento_Backend
"Admin session lifetime must be greater than or equal to 60 seconds","Время сеанса админа должно быть больше или равна 60 секундам",module,Magento_Backend
Order,Заказ,module,Magento_Backend
"Order #%1","Заказ #%1",module,Magento_Backend
"Access denied","Доступ запрещен",module,Magento_Backend
"Please try to sign out and sign in again.","Попробуйте выйти из системы и войти снова.",module,Magento_Backend
"If you continue to receive this message, please contact the store owner.","Если вы продолжаете получать это сообщение, пожалуйста, свяжитесь с владельцем магазина.",module,Magento_Backend
"You need more permissions to access this.","Необходимы дополнительные права, чтобы получить доступ к этому.",module,Magento_Backend
"Welcome, please sign in","Добро пожаловать, пожалуйста, войдите",module,Magento_Backend
Username,"Имя пользователя",module,Magento_Backend
"user name","имя пользователя",module,Magento_Backend
Password,Пароль,module,Magento_Backend
password,пароль,module,Magento_Backend
"Sign in",Войти,module,Magento_Backend
"Select Range:","Выберите диапазон:",module,Magento_Backend
"No Data Found","Данные не найдены",module,Magento_Backend
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","Диаграмма будет отключена. Чтобы включить диаграмму, нажмите <a href=""%1""> здесь</a>.",module,Magento_Backend
"Last Orders","Последние заказы",module,Magento_Backend
"Last Search Terms","Последние поисковые запросы",module,Magento_Backend
"Top Search Terms","Популярные поисковые запросы",module,Magento_Backend
"There are no search keywords.","Там нет ключевых слов поиска.",module,Magento_Backend
"View Statistics For:","Просмотр статистики для:",module,Magento_Backend
"All Websites","Все веб-сайты",module,Magento_Backend
"Reload Data","Перезагрузка данных",module,Magento_Backend
"Browse Files...","Выбрать файлы...",module,Magento_Backend
"Copyright &copy; %1 Magento Commerce Inc. All rights reserved.","Copyright&copy; %1 Magento Commerce Inc. Все права защищены.",module,Magento_Backend
"ver. %1","Версия %1",module,Magento_Backend
"Magento Admin Panel","Панель администратора Magento",module,Magento_Backend
"Account Setting","Настройки аккаунта",module,Magento_Backend
"Customer View","Просмотр клиента",module,Magento_Backend
"Sign Out",Выход,module,Magento_Backend
"About the calendar","О календаре",module,Magento_Backend
Close,Закрыть,module,Magento_Backend
"Go Today","Перейти сегодня",module,Magento_Backend
Previous,Предыдущий,module,Magento_Backend
Next,Дальше,module,Magento_Backend
Time,Время,module,Magento_Backend
Hour,Час,module,Magento_Backend
Minute,Минута,module,Magento_Backend
"JavaScript may be disabled in your browser.","JavaScript может быть отключен в вашем браузере.",module,Magento_Backend
"To use this website you must first enable JavaScript in your browser.","Чтобы использовать этот веб-сайт необходимо сначала включить JavaScript в вашем браузере.",module,Magento_Backend
"This is only a demo store. You can browse and place orders, but nothing will be processed.","Это демонстрационный магазин. Любые заказы, оформленные на этом сайте, не будут обработаны или выполнены.",module,Magento_Backend
"Report an Issue","Сообщить о проблеме",module,Magento_Backend
"Store View:","Представление магазина:",module,Magento_Backend
"Stores Configuration","Конфигурация Магазина",module,Magento_Backend
"Please confirm scope switching. All data that hasn't been saved will be lost.","Пожалуйста, подтвердите переключение области. Все данные, которые не были сохранены, будут потеряны.",module,Magento_Backend
"Additional Cache Management","Управление дополнительным кэшем",module,Magento_Backend
"Flush Catalog Images Cache","Очистка каталога кэша изображений",module,Magento_Backend
"Pregenerated product images files","Предварительно созданные изображения товаров",module,Magento_Backend
"Flush JavaScript/CSS Cache","Очистка кеша JavaScript/CSS",module,Magento_Backend
"Themes JavaScript and CSS files combined to one file","JavaScript и CSS файлы объединены в один файл",module,Magento_Backend
"Flush Static Files Cache","Очистка кэша статических файлов",module,Magento_Backend
"Preprocessed view files and static files","Предварительно обработанные файлы просмотра и статические файлы",module,Magento_Backend
Catalog,Каталог,module,Magento_Backend
"JavaScript/CSS Cache","Кэш JavaScript/CSS",module,Magento_Backend
"No records found.","Записей не найдено.",module,Magento_Backend
Images,Изображения,module,Magento_Backend
"Big Image","Большое изображение",module,Magento_Backend
Thumbnail,Мини-изображение,module,Magento_Backend
"Additional Settings","Дополнительные параметры",module,Magento_Backend
"records found","записей найдено",module,Magento_Backend
selected,выбранные,module,Magento_Backend
"per page","на странице",module,Magento_Backend
"Previous page","Предыдущая страница",module,Magento_Backend
"of %1","из %1",module,Magento_Backend
"Next page","Следующая страница",module,Magento_Backend
"Export to:","Экспортировать в:",module,Magento_Backend
Actions,Действия,module,Magento_Backend
"Mass Actions","Массовые действия",module,Magento_Backend
"Unselect All","Снять все выделения",module,Magento_Backend
"Select Visible","Выделить видимые",module,Magento_Backend
"Unselect Visible","Снять выделение с видимых",module,Magento_Backend
"Changes have been made to this section that have not been saved.","Были внесены изменения для этого раздела, которые не были сохранены.",module,Magento_Backend
"This tab contains invalid data. Please resolve this before saving.","Эта вкладка содержит недопустимые данные. Пожалуйста, решите проблему перед сохранением.",module,Magento_Backend
"The information in this tab has been changed.","На этой вкладке были изменена информация.",module,Magento_Backend
Loading...,Загрузка...,module,Magento_Backend
"System Backup","Резервное копирование системы",module,Magento_Backup
"Database and Media Backup","Резервное копирование БД и файлов Media",module,Magento_Backup
"Database Backup","Резервное копирование БД",module,Magento_Backup
"The archive can be uncompressed with <a href=""%1"">%2</a> on Windows systems.","Архив может быть несжатый с <a href=""%1"">% 2 </a> на системах Windows.",module,Magento_Backup
"You need more permissions to activate maintenance mode right now.","Необходимы дополнительные права для активации режима обслуживания прямо сейчас.",module,Magento_Backup
"To create the backup, please deselect ""Put store into maintenance mode"" or update your permissions.","Для создания резервной копии, пожалуйста, отмените выбор: «Перевести магазин в режим обслуживания» или обновите свои права.",module,Magento_Backup
"Something went wrong while putting your store into maintenance mode.","Что-то пошло не так во время перевода вашего магазина в режиме обслуживания.",module,Magento_Backup
"You need more free space to create a backup.","Вам нужно больше свободного места для создания резервной копии.",module,Magento_Backup
"You need more permissions to create a backup.","Необходимы дополнительные права для создания резервной копии.",module,Magento_Backup
"We can't create the backup right now.","Создание резервной копии недоступно в данный момент.",module,Magento_Backup
Backups,"Резервные копии",module,Magento_Backup
System,Система,module,Magento_Backup
Tools,Инструменты,module,Magento_Backup
Backup,"Резервная копия",module,Magento_Backup
"We can't delete one or more backups.","Мы не можем удалить одну или несколько резервных копий.",module,Magento_Backup
failed,"не удалось",module,Magento_Backup
successful,успешно,module,Magento_Backup
"You deleted the selected backup(s).","Вы удалили выбранный backup(s).",module,Magento_Backup
"Please correct the password.","Пожалуйста, исправьте пароль.",module,Magento_Backup
"To complete the rollback, please deselect ""Put store into maintenance mode"" or update your permissions.","Для завершения отката, пожалуйста, отмените выбор «Перевести магазин в режим обслуживания» или обновите сови права.",module,Magento_Backup
"We can't find the backup file.","Файл резервной копии не найден.",module,Magento_Backup
"Failed to validate FTP.","Не удалось проверить FTP.",module,Magento_Backup
"You need more permissions to perform a rollback.","Необходимы дополнительные права для выполнения отката.",module,Magento_Backup
"Failed to rollback.","Не удалось выполнить откат.",module,Magento_Backup
Database,"База данных",module,Magento_Backup
"Database and Media","БД и файлы Media",module,Magento_Backup
"System (excluding Media)","Система (за исключением Media)",module,Magento_Backup
"You created the system backup.","Вы создали резервную копию системы.",module,Magento_Backup
"You created the system backup (excluding media).","Вы создали резервную копию системы (за исключением файлов Media).",module,Magento_Backup
"You created the database and media backup.","Вы создали резервную копию БД и файлов Media.",module,Magento_Backup
"You created the database backup.","Вы создали резервную копию БД.",module,Magento_Backup
"Please correct the order of creation for a new backup.","Пожалуйста, исправьте порядок создания новой резервной копии.",module,Magento_Backup
